customer_id,stress_label,suitable_products,unsuitable_products,has_fraud_event
cust_98b2bde981,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_5ffc801ed9,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_fa5da3e20c,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_ea35835b80,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_d2197aeac1,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_48ceebfcf8,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_70b1c739fd,stable,"['recurring_deposit', 'credit_card']",[],True
cust_6329514be8,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_295a97b84f,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_cae5bf49ec,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_57fa1ec7e5,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_95dab75aad,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_65f1081e62,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_ec4ff2564b,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_e84fa05608,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_eebbda9b6a,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_767341a8db,stable,"['recurring_deposit', 'credit_card']",[],True
cust_b66bad591e,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_12c1deaa05,stable,"['recurring_deposit', 'credit_card']",[],True
cust_6654a61cc5,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_18e35ec06a,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_f8ae7853c3,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_02d0e9779c,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_33f2b767ba,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_36d880f963,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_989f000282,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_efbd01ea18,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5ee716a6ea,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_cc3199a678,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_a5d7a25c17,stable,"['recurring_deposit', 'credit_card']",[],True
cust_813bf0f455,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_34d319eea7,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_efd6f723f1,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_3ce7aee54a,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_96a67d9b17,stable,"['recurring_deposit', 'credit_card']",[],True
cust_f6dbe3ec41,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_784764f840,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_905a23ec03,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_d6c02e6703,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_c7d5976bb1,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_cea44f63c9,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_dbf6de5ea4,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_9f40883896,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_1cb7a4d1fb,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_896ecde37c,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_6d92fdca3b,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_22b0a59790,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_7ce4c82cdb,stable,"['recurring_deposit', 'credit_card']",[],True
cust_be3576e346,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_eca0d27a67,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_ad65ed2880,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5c8017e103,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_defc11414e,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_4213b56c4b,stable,"['recurring_deposit', 'credit_card']",[],True
cust_6c1415e4f6,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_567e7e42e2,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_837fed8080,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_3a8121e403,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_301f68f311,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_72a106cd99,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_6608dca6e5,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_d3eb7eb003,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_cd99e6f2db,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_564375f9ba,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_610d1ff616,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_e85386c1d2,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_e2bb6501c0,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_e5389713c5,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_99db8d015f,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9a3ab5599f,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_2ec505c20d,stable,"['recurring_deposit', 'credit_card']",[],True
cust_503962b0e0,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_014db0f49a,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5ad90e2a99,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_8f4cdda5b3,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_f46dd8157d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_26bc703f2e,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_05c21f3c3e,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_997f863439,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9cb287c935,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_fc108cd1f6,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_3a6b0641c4,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_51bf7ed9b9,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_8473dd4e58,stable,"['recurring_deposit', 'credit_card']",[],True
cust_9bef0ebe74,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_52fdd92691,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_d2cf592da7,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_c2dda28405,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_0ab1f4a941,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_72f9846712,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5baeb13dc7,stable,"['recurring_deposit', 'credit_card']",[],True
cust_114deeb62f,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_cae1bd4444,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_6103380af6,concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_52bf5d45af,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_62768aaea0,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_b10d56aa59,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_79e21a705c,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_cf8d9fe751,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_4b6c0686ff,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_35269150f2,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_600bdade40,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_3b606a439f,stable,"['recurring_deposit', 'credit_card']",[],True
cust_4d92ee23df,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_75cc9db3d2,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_f59f1c5745,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_4439b9a854,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_95f77bbf0e,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_931e13defd,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_b42e19ec8e,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_3e46c99b4f,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_ea537ddc83,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5a51c51f5d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_7024d97cf4,stable,"['recurring_deposit', 'credit_card']",[],True
cust_277de89f7d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_89cbed0b2c,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_7c58318d95,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_1d7262baf2,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_295db7a96b,stable,"['recurring_deposit', 'credit_card']",[],True
cust_e5b63c144d,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_1615c0e1e4,stable,"['recurring_deposit', 'credit_card']",[],True
cust_1dc8385011,stable,"['recurring_deposit', 'credit_card']",[],True
cust_bc2d227c5b,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_61607dd7a8,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_4314c71e09,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_3b79f4e8b5,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_1cf4482503,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_8ebe630394,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_86dba16991,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_3e2dc095b9,stable,"['recurring_deposit', 'credit_card']",[],True
cust_c6cdab0743,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_5fbc58b9e8,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_5b5fb64ad4,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_95388d9a4d,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_851e156c27,stable,"['recurring_deposit', 'credit_card']",[],True
cust_40c4735844,stable,"['recurring_deposit', 'credit_card']",[],True
cust_f5e20d3b7f,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_66007aa816,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_121e937ec1,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_116b8d1640,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_b021971cb9,stable,"['recurring_deposit', 'credit_card']",[],True
cust_08e33bd8ce,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_eea9b6345a,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_85c21275e9,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_0139e70538,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_ef170ee650,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_faa32250ba,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_cec494903d,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_35c8f59162,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_7d672dfc02,stable,"['recurring_deposit', 'credit_card']",[],True
cust_72857ef45b,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_f1afab4069,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_2c45363389,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_73e649a96d,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_15ce0dd47b,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_22c5b30793,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_c2b3f40688,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_7758358f75,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_9dbe68ffb3,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_5292c81bd1,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_b60cebe2a6,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_fe03494f3d,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_8d292a234a,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_2d2b771cbd,stable,"['recurring_deposit', 'credit_card']",[],True
cust_ef88a96b18,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_4083c47bd4,high_concern,"['financial_health_checkin', 'emi_restructuring']","['personal_loan', 'credit_card', 'investment_product']",False
cust_f61a5e2746,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_78cd42919e,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
cust_00de15fe97,stable,"['flexible_micro_credit', 'recurring_deposit_small_ticket']",['fixed_emi_personal_loan'],False
cust_995190bc5c,stable,"['recurring_deposit', 'credit_card', 'mutual_fund_sip', 'term_insurance']",[],False
